SKU,Nama Barang,SKU GPU
101285,RTLP Greenfields Yogurt Drink Lychee 250 ml,101285
101286,RTLP Greenfields Yogurt Drink Mango 250 ml,101286
101283,RTLP Greenfields Yogurt Drink Mixed Fruit 250 ml,101283
101287,RTLP Greenfields Yogurt Drink Peach 250 ml,101287
101284,RTLP Greenfields Yogurt Drink Strawberry 250 ml,101284
101052,RTLP Heinz Saus Mangga 325 gr,101052
100958,RTLP Heinz Saus Sambal Pedas 320 gr,100958
100957,RTLP Heinz Saus Tomat 325 gr,100957
100760,RTLP Jays Barbeque Sauce Original 500 gr,100760
100772,RTLP Jays Beef Stock 150 gr,100772
100773,RTLP Jays Chicken Stock 150 gr,100773
101330,RTLP Jays Chili Flakes 45 gr,101330
100771,RTLP Jays Crushed Blackpepper 60 gr,100771
100766,RTLP Jays Garlic Powder 80 gr,100766
100775,RTLP Jays Magic Dry Rub Chicken 70 gr,100775
100776,RTLP Jays Magic Dry Rub Ribs 70 gr,100776
100777,RTLP Jays Magic Dry Rub Seafood 60 gr,100777
100774,RTLP Jays Magic Dry Rub Steak 70 gr,100774
100761,RTLP Jays Marinade Mix Classic BBQ 30 gr,100761
100763,RTLP Jays Marinade Mix Italian grill 30 gr,100763
100764,RTLP Jays Marinade Mix Rottiserie 30 gr,100764
100762,RTLP Jays Marinade Mix Spicy BBQ 30 gr,100762
100759,RTLP Jays Mashed Potato Garlic & Parsley 45 gr,100759
101327,RTLP Jays Mushroom Stock 200 gr,101327
100767,RTLP Jays Oregano Leaves 25 gr,100767
101329,RTLP Jays Paprika Powder 70 gr,101329
100768,RTLP Jays Parsley Flakes 20 gr,100768
100769,RTLP Jays Rosemary Leaves 40 gr,100769
100779,RTLP Jays Sea Salt Black Pepper 120 gr,100779
100778,RTLP Jays Sea Salt Garlic 120 gr,100778
101369,RTLP Jays Seasoning & Spice Blend Aglio 30 gr,101369
101368,RTLP Jays Seasoning & Spice Blend Cajun 30 gr,101368
101332,RTLP Jays Seasoning & Spice Blend Carbonara 30 gr,101332
101331,RTLP Jays Seasoning & Spice Blend Tandoori 30 gr,101331
100765,RTLP Jays Seasoning Mix Burger 20 gr,100765
101328,RTLP Jays Sesame Seed 70 gr,101328
100782,RTLP Jays Steak Sauce Blackpepper 25 gr,100782
100780,RTLP Jays Steak Sauce Brown gravy 25 gr,100780
100784,RTLP Jays Steak Sauce Demiglace 25 gr,100784
100783,RTLP Jays Steak Sauce Mushroom gravy 25 gr,100783
100781,RTLP Jays Steak Sauce Rosemary Garlic 25 gr,100781
100770,RTLP Jays Thyme Leaves 27 gr,100770
101297,RTLP Kanzler Beef Black Pepper Frankfuter 300 gr,101297
101411,RTLP Kanzler Beef Cocktail 250 gr,101411
101301,RTLP Kanzler Beef Cocktail 500 gr,101301
101302,RTLP Kanzler Cheese Cocktail 500 gr,101302
101298,RTLP Kanzler Cheese Frankfuter 360 gr,101298
101311,RTLP Kanzler Chicken Cordon Bleu 300 gr,101311
101303,RTLP Kanzler Crispy Chicken Nugget 450 gr,101303
101299,RTLP Kanzler Garlic Frankfurter 300 gr,101299
101300,RTLP Kanzler German Bratwurst 360 gr,101300
101304,RTLP Kanzler Original Premium Chicken Nugget 450 gr,101304
101305,RTLP Kanzler Singles Baso Keju 48 gr,101305
101306,RTLP Kanzler Singles Baso Original 48 gr,101306
101307,RTLP Kanzler Singles Hot 65 gr,101307
101308,RTLP Kanzler Singles Keju 65 gr,101308
101309,RTLP Kanzler Singles Mini Cocktail 65 gr,101309
101310,RTLP Kanzler Singles Original 65 gr,101310
101422,RTLP Kanzler Smoked Beef 250 gr,101422
101178,RTLP Kara Santan Kelapa 200 ml,101178
101215,RTLP Kentang Marquise Shoestring 1 kg,101215
101216,RTLP Kentang Marquise Straight Cut 1 kg,101216
101265,RTLP Kentang McCain Criss Cut Skin On Seasoned 500 gr,101265
101264,RTLP Kentang McCain Regular Cut Skin On Seasoned 1 kg,101264
101267,RTLP Kentang McCain Regular Cut Skin On Seasoned 500 gr,101267
101408,RTLP Kentang McCain Shoestring 1 kg,101408
100795,RTLP Kewpie Cooking Sauce Cheese Mayo 1kg,100795
100927,RTLP Kewpie Cooking Sauce Mentai Mayo 1kg,100927
100925,RTLP Kewpie Cooking Sauce Roasted Sesame Mayo 1kg,100925
100938,RTLP Kewpie Mayonaise Original 150 gr,100938
100792,RTLP Kewpie Mayonaise Original 1kg,100792
100796,RTLP Kewpie Nanban Sauce 1.2kg,100796
100800,RTLP Kewpie Salad Dressing Caesar 1l,100800
100942,RTLP Kewpie Salad Dressing Caesar 200ml,100942
100793,RTLP Kewpie Salad Dressing Roasted Sesame 1l,100793
100939,RTLP Kewpie Salad Dressing Roasted Sesame 200 ml,100939
100940,RTLP Kewpie Salad Dressing Soy Sauce 200ml,100940
100943,RTLP Kewpie Salad Dressing Spicy Tomato 200ml,100943
100794,RTLP Kewpie Salad Dressing Thousand Island 1l,100794
100941,RTLP Kewpie Salad Dressing Thousand Island 200ml,100941
100797,RTLP Kewpie Tartar Sauce 1L,100797
101505,RTLP Kibif Bakso Sapi Regular 600 gr,101505
100861,RTLP Kikkoman Barbeque Sauce,100861
100862,RTLP Kikkoman Black Pepper Teriyaki Sauce,100862
100699,RTLP Kikkoman Bulgogi Sauce,100699
100698,RTLP Kikkoman Garlic Teriyaki Sauce,100698
100700,RTLP Kikkoman Gochujang Sauce,100700
100697,RTLP Kikkoman Japanese Soy Sauce,100697
100868,RTLP Kikkoman Japanese Sweet Cooking Sauce,100868
100865,RTLP Kikkoman Katsu Sauce,100865
100867,RTLP Kikkoman Ponzu Sauce,100867
100866,RTLP Kikkoman Yakiniku Sauce,100866
101391,RTLP Kimbo Jumbo Sosis Original 500 gr,101391
101278,RTLP Kimbo Mini Sosis Cocktail 450 gr,101278
101275,RTLP Kimbo Mini Sosis Keju 500 gr,101275
101276,RTLP Kimbo Mini Sosis Lada Hitam 500 gr,101276
101277,RTLP Kimbo Mini Sosis Original 500 gr,101277
100995,RTLP King's Fisher Sarden Saus Sambal 155 gr,100995
100996,RTLP King's Fisher Sarden Saus Tomat 155 gr,100996
100997,RTLP King's Fisher Tuna Chunck In Brine 170 gr,100997
101002,RTLP King's Fisher Tuna Chunck In Oil 170 gr,101002
101003,RTLP King's Fisher Tuna Hot Spicy 170 gr,101003
101115,RTLP Lafonte Elbow Macaroni 225 gr,101115
101113,RTLP Lafonte Fettucine 225 gr,101113
101120,RTLP Lafonte Lasagna 230 gr,101120
101118,RTLP Lafonte Saus Pasta Bolognese 315 gr,101118
101112,RTLP Lafonte Spaghetti 225 gr,101112
101116,RTLP Lafonte Spaghetti Saus Bolognese 117 gr,101116
101117,RTLP Lafonte Spaghetti Saus Jamur 117 gr,101117
101114,RTLP Lafonte Spiral Macaroni 225 gr,101114
101041,RTLP Lee Kum Kee Pure Sesame Oil 207 ml,101041
101041,RTLP Lee Kum Kee Pure Sesame Oil 207 ml,101041
101268,RTLP Master Gourmet Dairy & Cooking Mix Cream 1 L,101268
101376,RTLP McCain Onion Rings 450 gr,101376
101325,RTLP McCain Puree Mashed Potatoes 500 gr,101325
101324,RTLP McCain Tator Tots 500 gr,101324
101326,RTLP McCain Triangle Hash Brown Patties 500 gr,101326
101353,RTLP McCain Wedges Seasoned 1 kg,101353
101354,RTLP McCain Wedges Seasoned 500 gr,101354
100932,RTLP MEG Cheddar 165 gr,100932
100934,RTLP MEG Cheddar Slice 20s BBQ,100934
100933,RTLP MEG Cheddar Slice 8s,100933
100931,RTLP MEG Cheddar Slice Melt 10s,100931
101377,RTLP Metzger Herb & Garlic Butter Cup 20 gr,101377
101378,RTLP Metzger Herb & Garlic Butter Roll 150 gr,101378
100980,RTLP MyTaste Bakso Kuah 8 gr Sachet,100980
100636,RTLP MyTaste Barbeque Sauce 500 gr,100636
100704,RTLP MyTaste Barbeque Seasoning 100gr,100704
101046,RTLP MyTaste Black Pepper Sauce 25gr,101046
100637,RTLP MyTaste Black Pepper Sauce 500 gr,100637
100936,RTLP MyTaste Bolognaise Sauce 100 gr,100936
100640,RTLP MyTaste Bolognaise Sauce 500 gr,100640
100937,RTLP MyTaste Cheese Sauce 100 gr,100937
100727,RTLP MyTaste Cheese Sauce 500 gr,100727
100703,RTLP MyTaste Cheese Seasoning 100gr,100703
100976,RTLP MyTaste Chilli Sauce 500 gr,100976
101107,RTLP Dua Belibis Saus Cabe 235 ml,101107
100638,RTLP MyTaste Mushroom Sauce 500 gr,100638
100978,RTLP MyTaste Seafood Sauce 175 gr Jar,100978
100785,RTLP MyTaste Spicy Barbeque Level 3 Sauce 500gr,100785
100723,RTLP MyTaste Spicy Barbeque Level 2 Sauce 500gr,100723
100979,RTLP MyTaste Tepung Serbaguna 210 gr,100979
100639,RTLP MyTaste Teriyaki Sauce Reg 500 gr,100639
100975,RTLP MyTaste Thai Chicken Sauce 500 gr,100975
100977,RTLP MyTaste Xo Sauce 175 gr Jar,100977
100989,RTLP Natchick Ayam Betutu 400 gr,100989
100991,RTLP Natchick Ayam Goreng 400 gr,100991
100990,RTLP Natchick Ayam Kalasan 400 gr,100990
101104,RTLP Oppa Oppa Kimchi 200 gr,101104
101106,RTLP Oppa Oppa Saus Ayam Madu 250 gr,101106
101105,RTLP Oppa Oppa Saus Bulgogi 250 gr,101105
100952,RTLP Perfetto Keju Mozzarella 250 gr,100952
100951,RTLP Pronas Abon Sapi Bawang Pouch 100 gr,100951
100949,RTLP Pronas Abon Sapi Original Pouch 100 gr,100949
100950,RTLP Pronas Abon Sapi Pedas Pouch 100 gr,100950
100946,RTLP Pronas Corned Beef Can 198 gr,100946
100947,RTLP Pronas Corned Beef Can 340 gr,100947
100948,RTLP Pronas Corned Chicken Can 198 gr,100948
100972,RTLP Queen Food Cheesy Stick 310 gr,100972
100974,RTLP Queen Food Chicken Cordon Bleu 340 gr,100974
100973,RTLP Queen Food Chicken Katsu Kecil 350 gr,100973
101082,RTLP Queen Food Dimsum Hakau 170 gr,101082
101084,RTLP Queen Food Dimsum Mix 236 gr,101084
101081,RTLP Queen Food Dimsum Udang Mayo 225 gr,101081
101099,RTLP Queen Food Dory Katsu 350 gr,101099
100971,RTLP Queen Food Egg Chicken Roll 350 gr,100971
101103,RTLP Queen Food Kani Roll 200 gr,101103
101083,RTLP Queen Food Lumpia Kulit Tahu 180 gr,101083
101100,RTLP Queen Food Sayap Isi 425 gr,101100
100969,RTLP Queen Food Shrimp Roll 340 gr,100969
101080,RTLP Queen Food Siomay Ayam 360 gr,101080
100970,RTLP Queen Food Tori Egg Roll 400 gr,100970
101159,RTLP Remia BBQ American Garlic Sauce 450 ml,101159
101160,RTLP Remia BBQ Smokey Honey Sauce 450 ml,101160
101161,RTLP Remia Mustard Mourtade De Dijon Glas 370 gr,101161
101162,RTLP Remia Smokey BBQ Sauce 450 ml,101162
100869,RTLP Rempa Food Ayam Goreng 800 gr,100869
100870,RTLP Rempa Food Bebek Goreng 720 gr,100870
100871,RTLP Rempa Food Empal Gepuk 200 gr,100871
100873,RTLP Rempa Food Paru 400 gr,100873
100872,RTLP Rempa Food Rendang 250 gr,100872
100874,RTLP Rempa Food Semur 300 gr,100874
101383,RTLP Seafood Lovers Bakso Ikan Premium 250 gr,101383
101384,RTLP Seafood Lovers Bakso Udang 250 gr,101384
101380,RTLP Seafood Lovers Ebi Fry 285 G,101380
101385,RTLP Seafood Lovers Otak-Otak 250 gr,101385
101381,RTLP Seafood Lovers Pempek 250 gr,101381
101379,RTLP Seafood Lovers Shrimp Popcorn 160 gr,101379
101387,RTLP Seafood Lovers Shrimp Tempura 240g,101387
101382,RTLP Seafood Lovers Siomay Ikan 250 gr,101382
101388,RTLP Seafood Lovers Siomay Udang 250gr,101388
101418,RTLP Sosro Teh Botol Less Sugar Pet 350 ml,101418
101417,RTLP Sosro Teh Botol Pet 350 ml,101417
100879,RTLP Sunny Gold Chicken Tempura 500 gr,100879
100880,RTLP Sunny Gold Chicken Wings 500 gr,100880
100877,RTLP Sunny Gold Karage 500 gr,100877
100878,RTLP Sunny Gold Nugget Original 500 gr,100878
101296,RTLP Sunny Gold Nugget Pop 440 gr,101296
100881,RTLP Sunny Gold Tulip Wings 500 gr,100881
100892,RTLP Unagi Kabayaki 143 gr,100892
100893,RTLP Unagi Kabayaki 200 gr,100893
100680,RTLP Warasa Curry,100680
100679,RTLP Warasa Konbutsuyu,100679
100681,RTLP Warasa Shabu,100681
100682,RTLP Warasa Sukiyaki,100682
100705,Same Day Flate Rate - Bandung,100705
100416,Serbuk Daging,100416
101347,Shitake Mushroom Slice Heibei 1kg,101347
100609,Styrofoam Kecil,100609
100599,Styrofoam Sedang,100599
101518,RTLP Cedea Magic Bomb 450 gr,101518
101521,RTLP Cedea Baso Ikan Sayuran 500 gr,101521
101522,RTLP Cedea Ebi Furai 230 gr,101522
101523,RTLP Cedea Salmon Ball 200 gr,101523
101519,RTLP Cedea Salmon Fish Cake 480 gr,101519
101520,RTLP Cedea Otak-Otak Singapore 500 gr,101520
101525,RTLP Prochiz Gold 160 gr,101525
101524,RTLP Prochiz Quick Melt Slice 5s,101524
101526,RTLP Prochiz Cheddar 5s,101526
101527,Paket Munggahan 1,101527
101528,Paket Munggahan 2,101528
101529,Paket Munggahan 3,101529
101530,Paket Munggahan 4,101530
101531,Paket Munggahan 5,101531
101533,RTL Daging Sop Potong 1000 gr,101533
101534,Mixed Cut Corn Xiamen 1kg,101534
101535,Mixed Green Peas Xiamen 1kg,101535
101536,Mixed Cauliflower 1kg,101536
101538,RTL Mixed Cut Corn 500 gr,101538
101539,RTL Mixed Green Peas 500 gr,101539
101540,RTL Mixed Cauliflower 500 gr,101540
101547,RTL Brisket PE Loaf 2.8 kg,101547
101550,RTL Brisket PE Loaf 2.9 kg,101550
101545,RTL Brisket PE Loaf 3.6 kg,101545
101546,RTL Brisket PE Loaf 4.9 kg,101546
101549,RTL Brisket PE Loaf 5.2 kg,101549
101542,RTL Brisket PE Loaf 5.8 kg,101542
101543,RTL Brisket PE Loaf 6.7 kg,101543
101548,RTL Brisket PE Loaf 7.5 kg,101548
101541,RTL Brisket PE Loaf 7 kg,101541
101544,RTL Brisket PE Loaf 8.2 kg,101544
101551,RTLP MyTaste Bumbu Rawon 100 gr,101551
101552,RTLP Seafood Lovers Fish Bites 500 gr,101552
101553,RTL Head Meat 1000 gr,101553
101566,Styrofoam BBQ,101566
101555,RTL Brisket PE Loaf 1.9 kg,101555
101556,RTL Brisket PE Loaf 2.4 kg,101556
101558,RTL Brisket PE Loaf 1.8 kg,101558
101559,RTL Brisket PE Loaf 2 kg,101559
101560,RTL Brisket PE Loaf 2.2 kg,101560
101561,RTL Brisket PE Loaf 3.3 kg,101561
101562,RTL Brisket PE Loaf 2.6 kg,101562
101563,RTL Brisket PE Loaf 3.4 kg,101563
101564,RTL Brisket PE Loaf 3.9 kg,101564
101565,RTL Brisket PE Loaf 3 kg,101565
101886,RTL Brisket PE Loaf 3.1 kg,101886
101887,RTL Brisket PE Loaf 4.7 kg,101887
101554,RTL Enoki Mushroom 100 gr,101554
101575,RTLP MyTaste Bumbu Rendang 100 gr,101575
101576,RTLP Cimory UHT Milk Chocolate 250 ml,101576
101577,RTLP Cimory UHT Milk Strawberry 250 ml,101577
101578,RTLP Cimory UHT Milk Blueberry 250 ml,101578
101579,RTLP Cimory UHT Milk Banana 250 ml,101579
101580,RTLP Cimory UHT Milk Matcha 250 ml,101580
101581,RTLP Cimory UHT Milk Chocolate 125 ml,101581
101582,RTLP Cimory Yogurt Squeeze Ori 120 ml,101582
101583,RTLP Cimory Yogurt Squeeze Strawberry 120 ml,101583
101584,RTLP Cimory UHT Milk Hazelnut 250 ml,101584
101585,RTLP Cimory UHT Milk Almond 250 ml,101585
101586,RTLP Cimory UHT Milk Choco Malt 250 ml,101586
101587,RTLP Cimory Yogurt Squeeze Peach 120 ml,101587
101588,RTLP Cimory Yogurt Squeeze Mango 120 ml,101588
101589,RTLP Suri Bakso Sapi Reguler 600 gr,101589
101590,RTLP Suri Beef Cocktail Sausage 500 gr,101590
101591,RTLP Suri Sosis Bakar Jumbo 500 gr,101591
101592,RTLP Suri Sosis Bakar Mini 500 gr,101592
101593,RTLP Suri Bakso Jumbo Mozarella 400 gr,101593
101594,RTLP Suri Bakso Jumbo Rawit 400 gr,101594
101595,RTLP Suri Bakso Jumbo Urat 400 gr,101595
101600,RTLP Suri Promo Beduk (Banded),101600
101596,RTLP Gourmet Master Sosis Garlic Chorizo 500 gr,101596
101597,RTLP Gourmet Master Sosis Cheese Chorizo 500 gr,101597
101598,RTLP Gourmet Master Sosis Blackpepper Chorizo 500 gr,101598
101602,RTLP Cimory Yogurt Squeeze Blueberry 120 ml,101602
101606,RTLP Suri Bakso Jumbo Daging Cincang 400 gr,101606
101607,RTLP Mamasuka Honey Mustard 100 gr,101607
101608,RTLP Mamasuka Rumput Laut Panggang Original Bundle 2x4.5 gr,101608
101609,RTLP Mamasuka Rumput Laut Panggang Spicy Bundle 2x4.5 gr,101609
101610,RTLP Mamasuka Rumput Laut Panggang Sapi Panggang Bundle 2x4.5 gr,101610
101611,RTLP Mamasuka Delisaos Saus Japchae Original 100 gr,101611
101612,RTLP Mamasuka Delisaos Saus Toppoki Original 100 gr,101612
101613,RTLP Mamasuka Delisaos Saus Toppoki Hot Spicy 100 gr,101613
101614,RTLP Mamasuka Toppoki Spicy 134 gr,101614
101615,RTLP Mamasuka Delisaos Hot Lava 320 ml,101615
101616,RTLP Mamasuka Delisaos Hot Lava Volcano 320 ml,101616
101617,RTLP Mamasuka Gim Bori Original 30 gr,101617
101618,RTLP Mamasuka Gim Bori Spicy 30 gr,101618
101619,RTLP Mamasuka Gim Bori Pouch Original 60 gr,101619
101620,RTLP Mamasuka Gim Bori Pouch Spicy 60 gr,101620
101603,RTLP Cimory UHT Milk Full Cream 250 ml,101603
101604,RTLP Cimory UHT Milk Tiramisu 250 ml,101604
101605,RTLP Cimory Yogurt Squeeze Cavendish Banana 120 ml,101605
101621,RTLP Metzger Smoked Beef Rasher 250 gr,101621
101622,RTLP Metzger Turkey Rasher 250 gr,101622
101623,RTLP Metzger Turkey Breast Natural Smoked 100 gr,101623
101624,RTLP Metzger Pastrami 100 gr,101624
101625,RTL Metzger Wagyu Burger 200 gr,101625
101626,RTLP Metzger Salmon Rasher 100 gr,101626
101627,RTLP Metzger Wagyu Beef Frank Sausage 320 gr,101627
101628,RTLP Kanzler Singles Gochujang 48 gr,101628
101629,RTLP Kanzler Crispy Chicken Nugget 120 gr,101629
101630,RTLP Jinsung Bulgogi Marinade Sauce 500 G,101630
101631,RTLP Jinsung Kalbi Marinade Sauce 500 gr,101631
101633,RTL Yakiniku US Prime 250 gr,101633
101639,RTLP Sania Minyak Goreng Pouch 2 L,101639
101640,RTLP Lee Kum Kee Oyster Sauce Panda 510 gr,101640
101640,RTLP Lee Kum Kee Oyster Sauce Panda 510 gr,101640
101321,McCain Puree Mashed Potatoes 3x3 kg,101321
101641,RTL Shimeji Brown Mushroom 150 gr,101641
101642,RTLP KaNung Roti Konde Original Unyil 235 gram,101642
101643,RTLP KaNung Roti Konde Keju Unyil 245 gram,101643
101644,RTLP KaNung Roti Konde Cokelat Unyil 345 gram,101644
101645,RTLP KaNung Roti Konde Daging Unyil 295 gram,101645
101646,RTLP KaNung Donut Bulat Cokelat Lumer 380 gram,101646
101647,RTLP KaNung Donut Bulat Keju Lumer 380 gram,101647
101649,Chopped Spinach Leaf 1 kg,101649
101650,RTL Chopped Spinach Leaf 500 gram,101650
101652,RTLP Nicchi Bumbu Kare Ayam Pedas Sedang 100 gram,101652
101653,RTLP Nicchi Bumbu Kare Ayam Super Pedas 100 gram,101653
101654,RTLP Nicchi Bumbu Kare Ayam Tidak Pedas 100 gram,101654
101655,RTLP Nicchi Bumbu Kare Anak Anak 100 gram,101655
101656,RTLP Nicchi Bumbu Kare Sapi Pedas Sedang 100 gram,101656
101657,RTLP Nicchi Bumbu Kare Sapi Super Pedas 100 gram,101657
101658,RTLP Nicchi Bumbu Kare Sapi Tidak Pedas 100 gram,101658
101660,RTLP Cimory Yogurt Drink Strawberry 240 ml,101660
101661,RTLP Cimory Yogurt Drink Blueberry 240 ml,101661
101662,RTLP Cimory Yogurt Drink Mixed Berry 240 ml,101662
101663,RTLP Cimory Yogurt Drink Mix Fruit 240 ml,101663
101664,RTLP Cimory Yogurt Drink LowFat Straw Mango 240 ml,101664
101665,RTLP Cimory Yogurt Drink LowFat Banana 240 ml,101665
101659,RTL Slice Meltique 500 gr,101659
101675,RTL T-Bone Steak Wagyu MB 6-7 450 gr,101675
101676,RTL T-Bone Steak Wagyu MB 6-7 500 gr,101676
101677,RTL T-Bone Steak Wagyu MB 6-7 550 gr,101677
101678,RTL T-Bone Steak Wagyu MB 6-7 600 gr,101678
101679,RTL T-Bone Steak Wagyu MB 6-7 650 gr,101679
101680,RTL T-Bone Steak Wagyu MB 6-7 700 gr,101680
101681,RTL T-Bone Steak Wagyu MB 6-7 750 gr,101681
101682,RTL T-Bone Steak Wagyu MB 6-7 800 gr,101682
101666,RTL Tomahawk Steak Wagyu MB 6-7 1.0 kg,101666
101667,RTL Tomahawk Steak Wagyu MB 6-7 1.1 kg,101667
101668,RTL Tomahawk Steak Wagyu MB 6-7 1.2 kg,101668
101669,RTL Tomahawk Steak Wagyu MB 6-7 1.3 kg,101669
101670,RTL Tomahawk Steak Wagyu MB 6-7 1.4 kg,101670
101671,RTL Tomahawk Steak Wagyu MB 6-7 1.5 kg,101671
101672,RTL Tomahawk Steak Wagyu MB 6-7 1.6 kg,101672
101673,RTL Tomahawk Steak Wagyu MB 6-7 1.7 kg,101673
101674,RTL Tomahawk Steak Wagyu MB 6-7 2.0 kg,101674
101532,RTLP Prochiz Mozarella 160 gr,101532
101684,Paket Payday Sale Bakar-an,101684
101685,Paket Payday Sale Rebus-an,101685
101690,RTLP Kentang Just Fry Shoestring 450 gram,101690
101691,RTLP Kentang Just Fry Crinkle Cut 450 gram,101691
101692,RTLP Kentang Just Fry Seasoned 450 gram,101692
101693,RTL Ribeye Steak AUS 150 gr,101693
101694,RTL Ikan Shisamo 150 - 170 gr,101694
101569,RTL Brisket PE Loaf 2.3 kg,101569
101568,RTL Brisket PE Loaf 3.8 kg,101568
101567,RTL Brisket PE Loaf 2.5 kg,101567
101572,RTL Brisket PE Loaf 3.2 kg,101572
101398,RTL Sirloin US Choice Steak End Cut 300 gr,101398
101571,RTL Brisket PE Loaf 3.5 kg,101571
101574,RTL Brisket PE Loaf 4.1 kg,101574
100215,RTL Daging Sop 500 gr,100215
101695,RTL Oxtail Lokal 500 gr,101695
101696,Paket BTS 1,101696
101697,Paket BTS 2,101697
101698,Paket BTS 3,101698
101699,Paket BTS 4,101699
101704,RTL Brisket PE Loaf 3.7 kg,101704
101705,RTL Brisket PE Loaf 4.2 kg,101705
101706,RTL Brisket PE Loaf 4.6 kg,101706
101573,RTL Brisket PE Loaf 4 kg,101573
R1005571,Striploin Meltique Ryou 1000 gr,R1005571
R1005561,Striploin Meltique Ryou 400 gr,R1005561
101570,RTL Brisket PE Loaf 2.7 kg,101570
101448,Striploin US Choice Swift,101448
101740,RTLP Bonchef Square Pizza Base 225 gr,101740
101741,RTLP Bonchef Puff Pastry Sheets 750 gr,101741
101743,RTL 8 Fruitz IQF Strawberries 500 gr,101743
101744,RTL 8 Fruitz IQF Blueberries 500 gr,101744
101745,RTL 8 Fruitz IQF Diced Green Kiwi 500 gr,101745
101746,RTL 8 Fruitz IQF Strawberries & Blueberries 500 gr,101746
101747,RTL 8 Fruitz IQF Paradise Trio 500 gr,101747
101748,RTL 8 Fruitz IQF Rainbow Blend 500 gr,101748
101752,RTL Paru Slice Sapi 1000 gr,101752
101753,RTL Paru Slice Sapi 500 gr,101753
101749,RTL Daging Giling Ekonomis 1000 gr,101749
101750,RTL Daging Giling Ekonomis 500 gr,101750
101756,Saikoro Meltique Saka 250gr,101756
101758,Saikoro Meltique Saka 1000 gr,101758
101759,Saikoro Meltique Saka 500 gr,101759
101760,Tenderloin Meltique Saka 1000 gr,101760
101269,Cumi Flower,101269
101761,Ikan Salmon Fillet Atlantik,101761
101763,Ribeye Meltique Saka 1000 gr,101763
101765,Tenderloin Meltique Saka 200 gr,101765
101766,Tenderloin Meltique Saka 400 gr,101766
100815,RTL Slice AUS Shortplate 1000 gr,100815
101816,RTL Mixed Vegetables 4 Ways 100 gr,101816
101817,RTLP Kentang Marquise Shoestring 150 gr,101817
101818,RTL Daging Giling Spesial 250 gr,101818
101819,RTL Shitake Mushroom Slice 100 gr,101819
101820,RTL Mixed Paprika Slice 250 gr,101820
101722,Chuck Clod US Prime IOWA,101722
101844,RTLP Kanzler Singles Baso Hot 48 gr,101844
101846,Bundling Rendang Potong 250 gr + MyTaste Bumbu Rendang 100 gr,101846
101847,Bundling Sop Potong 300gr + MyTaste Rawon 100gr,101847
101852,Ribeye Meltique Saka 200 gr,101852
101851,Ribeye Meltique Saka 400 gr,101851
101712,Topside Wagyu MB 8-9 Diamantina,101712
101854,RTLP Elprimo Beef Breakfast Sausage 360 gr,101854
101855,RTLP Elprimo Beef Frankfurter 500 gr,101855
101856,RTLP Elprimo Beef Cheese Sausage 500 gr,101856
101857,RTLP Elprimo Chicken Cheese 360 gr,101857
101858,RTLP Elprimo Chicken Breakfast Sausage 360 gr,101858
101859,RTLP MyTaste Teriyaki Sauce 100 gr,101859
101860,RTLP MyTaste Barbeque Sauce 100 gr,101860
101861,RTLP MyTaste Blackpepper Sauce 100 gr,101861
101862,RTLP MyTaste Mushroom Sauce 100 gr,101862
101863,RTLP MyTaste Spicy Barbeque Level 3 Sauce 100 gr,101863
101634,Babat Carnemax,101634
101864,RTL Babat Sapi 1000 gr,101864
101866,Chicken Steak Meltique,101866
101869,RTL Ikan Salmon Fillet Tanpa Kulit 200 gr,101869
101870,RTL Ikan Salmon Fillet Tanpa Kulit 250 gr,101870
101871,RTL Chicken Steak 200 gr,101871
101874,RTL Hati Ayam 500 gr,101874
101875,RTL Ampela Ayam 500 gr,101875
11025,RTLP Anchor Butter Minidis Salted 7 gr,11025
10945,RTLP Anchor Butter Minidis Unsalted 7 gr,10945
101878,RTLP Gourmet Master Chicken Katsu 400 gr,101878
101879,RTLP Gourmet Master Chicken Karage 400 gr,101879
101880,RTLP Gourmet Master Chicken Pok-Pok 400 gr,101880
101883,Shortplate Split IOWA,101883
101884,Shortplate Split Nebraska,101884
101888,Meltique Mess Saka 1000 gr,101888
101889,RTLP Kanzler Frankfurter Cocktail 500 gr,101889
101890,RTL Parting Dada Ayam 500 gram,101890
101891,RTL Parting Paha Atas Ayam 500 gram,101891
101892,RTL Parting Paha Bawah Ayam 500 gram,101892
101893,RTL Parting Sayap Ayam 500 gram,101893
101894,RTL Boneless Dada Ayam 500 gr,101894
101895,RTL Boneless Paha Ayam 500 gr,101895
101896,RTL Ayam Karkas 0.7 - 0.8 kg,101896
101904,Parting Paha Atas Ayam 500 gram,101904
101905,Parting Paha Bawah Ayam 500 gram,101905
101906,Parting Sayap Ayam 500 gram,101906
101907,Parting Dada Ayam 500 gram,101907
101908,Boneless Dada Ayam 500 gram,101908
101909,Boneless Paha Ayam 500 gram,101909
101902,Bundling Sirloin Steak AUS 200gr + Kentang Marquise 150gr + Mix Vegetable 100gr,101902
101903,Bundling Sirloin Steak AUS 200gr + Kentang Marquise 150gr + Mix Vegetable 100gr + MyTaste Barbeque Sauce 100gr,101903
101911,Bundling Sirloin Steak AUS 200gr + Kentang Marquise 150gr + Mix Vegetable 100gr + MyTaste Mushroom Sauce 100gr,101911
101900,Bundling Ribeye Steak AUS 200gr + Kentang Marquise 150gr + Mix Vegetable 100gr,101900
